"data_source","computer_id","name","file_system","short_description","free_space","disk_space","volume_name","volume_serial_number","data_token","is_deleted"
"SCCM","SCCM_SERIALSC20417BDNACORP\BDNASC20417","C:","NTFS","Local Fixed Disk","","","System","5EC71A85","7932496990","false"
"SCCM","SCCM_SERIALSC20417BDNACORP\BDNASC20417","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20418BDNACORP\BDNASC20418","C:","NTFS","Local Fixed Disk","","","System","4AF3C39E","7932496990","false"
"SCCM","SCCM_SERIALSC20418BDNACORP\BDNASC20418","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20419BDNACORP\BDNASC20419","C:","NTFS","Local Fixed Disk","","","","B45DC8DB","7932496990","false"
"SCCM","SCCM_SERIALSC20419BDNACORP\BDNASC20419","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20420BDNACORP\BDNASC20420","C:","NTFS","Local Fixed Disk","","","System","0441E6AC","7932496990","false"
"SCCM","SCCM_SERIALSC20420BDNACORP\BDNASC20420","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20421BDNACORP\BDNASC20421","C:","NTFS","Local Fixed Disk","","","","40BD1799","7932496990","false"
"SCCM","SCCM_SERIALSC20421BDNACORP\BDNASC20421","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20422BDNACORP\BDNASC20422","C:","NTFS","Local Fixed Disk","","","System","58D793BC","7932496990","false"
"SCCM","SCCM_SERIALSC20422BDNACORP\BDNASC20422","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20423BDNACORP\BDNASC20423","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20423BDNACORP\BDNASC20423","C:","NTFS","Local Fixed Disk","","","","4491CEFD","7932496990","false"
"SCCM","SCCM_SERIALSC20423BDNACORP\BDNASC20423","D:","NTFS","Local Fixed Disk","","","DR DATA","F035BAA2","7932496990","false"
"SCCM","SCCM_SERIALSC20423BDNACORP\BDNASC20423","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20424BDNACORP\BDNASC20424","C:","NTFS","Local Fixed Disk","","","System","645A1095","7932496990","false"
"SCCM","SCCM_SERIALSC20424BDNACORP\BDNASC20424","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20425BDNACORP\BDNASC20425","C:","NTFS","Local Fixed Disk","","","System","00A113FE","7932496990","false"
"SCCM","SCCM_SERIALSC20425BDNACORP\BDNASC20425","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20426BDNACORP\BDNASC20426","C:","NTFS","Local Fixed Disk","","","System","B668F00F","7932496990","false"
"SCCM","SCCM_SERIALSC20426BDNACORP\BDNASC20426","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20427BDNACORP\BDNASC20427","C:","NTFS","Local Fixed Disk","","","System","0C6E3A7A","7932496990","false"
"SCCM","SCCM_SERIALSC20427BDNACORP\BDNASC20427","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20428BDNACORP\BDNASC20428","C:","NTFS","Local Fixed Disk","","","","F062DC5D","7932496990","false"
"SCCM","SCCM_SERIALSC20428BDNACORP\BDNASC20428","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20429BDNACORP\BDNASC20429","C:","NTFS","Local Fixed Disk","","","","480F7FF4","7932496990","false"
"SCCM","SCCM_SERIALSC20430BDNACORP\BDNASC20430","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20430BDNACORP\BDNASC20430","C:","NTFS","Local Fixed Disk","","","","CEB3D583","7932496990","false"
"SCCM","SCCM_SERIALSC20430BDNACORP\BDNASC20430","D:","NTFS","Local Fixed Disk","","","","0EDF85EA","7932496990","false"
"SCCM","SCCM_SERIALSC20430BDNACORP\BDNASC20430","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20431BDNACORP\BDNASC20431","C:","NTFS","Local Fixed Disk","","","System","0E627BC7","7932496990","false"
"SCCM","SCCM_SERIALSC20431BDNACORP\BDNASC20431","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20432BDNACORP\BDNASC20432","C:","NTFS","Local Fixed Disk","","","","10D7E994","7932496990","false"
"SCCM","SCCM_SERIALSC20432BDNACORP\BDNASC20432","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20433BDNACORP\BDNASC20433","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20433BDNACORP\BDNASC20433","C:","NTFS","Local Fixed Disk","","","","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20433BDNACORP\BDNASC20433","D:","NTFS","Local Fixed Disk","","","Data","184115D4","7932496990","false"
"SCCM","SCCM_SERIALSC20433BDNACORP\BDNASC20433","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20434BDNACORP\BDNASC20434","C:","NTFS","Local Fixed Disk","","","","ACF530DF","7932496990","false"
"SCCM","SCCM_SERIALSC20434BDNACORP\BDNASC20434","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20435BDNACORP\BDNASC20435","C:","NTFS","Local Fixed Disk","","","","4EC8A7FC","7932496990","false"
"SCCM","SCCM_SERIALSC20436BDNACORP\BDNASC20436","C:","NTFS","Local Fixed Disk","","","System","B013DD71","7932496990","false"
"SCCM","SCCM_SERIALSC20436BDNACORP\BDNASC20436","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20437BDNACORP\BDNASC20437","C:","NTFS","Local Fixed Disk","","","System","F490DA3B","7932496990","false"
"SCCM","SCCM_SERIALSC20437BDNACORP\BDNASC20437","H:","NTFS","Local Fixed Disk","","","HUB_Logs","3E85F6DD","7932496990","false"
"SCCM","SCCM_SERIALSC20437BDNACORP\BDNASC20437","I:","NTFS","Local Fixed Disk","","","E5000_SW","A67B4A1A","7932496990","false"
"SCCM","SCCM_SERIALSC20438BDNACORP\BDNASC20438","C:","NTFS","Local Fixed Disk","","","System","488833E0","7932496990","false"
"SCCM","SCCM_SERIALSC20439BDNACORP\BDNASC20439","C:","NTFS","Local Fixed Disk","","","Windows","8A0B0774","7932496990","false"
"SCCM","SCCM_SERIALSC20439BDNACORP\BDNASC20439","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20439BDNACORP\BDNASC20439","E:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20440BDNACORP\BDNASC20440","C:","NTFS","Local Fixed Disk","","","System","F8094961","7932496990","false"
"SCCM","SCCM_SERIALSC20440BDNACORP\BDNASC20440","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20441BDNACORP\BDNASC20441","C:","NTFS","Local Fixed Disk","","","","8CB23C72","7932496990","false"
"SCCM","SCCM_SERIALSC20441BDNACORP\BDNASC20441","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20442BDNACORP\BDNASC20442","C:","NTFS","Local Fixed Disk","","","System","329ED8FD","7932496990","false"
"SCCM","SCCM_SERIALSC20442BDNACORP\BDNASC20442","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20443BDNACORP\BDNASC20443","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20443BDNACORP\BDNASC20443","C:","NTFS","Local Fixed Disk","","","OS","5880876D","7932496990","false"
"SCCM","SCCM_SERIALSC20443BDNACORP\BDNASC20443","D:","NTFS","Local Fixed Disk","","","Data","B6BC74F4","7932496990","false"
"SCCM","SCCM_SERIALSC20443BDNACORP\BDNASC20443","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20444BDNACORP\BDNASC20444","C:","NTFS","Local Fixed Disk","","","C-Drive","46559679","7932496990","false"
"SCCM","SCCM_SERIALSC20444BDNACORP\BDNASC20444","D:","NTFS","Local Fixed Disk","","","D-Drive","1CD65B91","7932496990","false"
"SCCM","SCCM_SERIALSC20444BDNACORP\BDNASC20444","E:","NTFS","Local Fixed Disk","","","E-Drive","0AE95A11","7932496990","false"
"SCCM","SCCM_SERIALSC20444BDNACORP\BDNASC20444","G:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20444BDNACORP\BDNASC20444","Y:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20444BDNACORP\BDNASC20444","Z:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20445BDNACORP\BDNASC20445","C:","NTFS","Local Fixed Disk","","","","24CC4B2B","7932496990","false"
"SCCM","SCCM_SERIALSC20445BDNACORP\BDNASC20445","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20446BDNACORP\BDNASC20446","C:","NTFS","Local Fixed Disk","","","","D23034F7","7932496990","false"
"SCCM","SCCM_SERIALSC20446BDNACORP\BDNASC20446","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20446BDNACORP\BDNASC20446","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20446BDNACORP\BDNASC20446","G:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20447BDNACORP\BDNASC20447","C:","NTFS","Local Fixed Disk","","","System","660246BA","7932496990","false"
"SCCM","SCCM_SERIALSC20447BDNACORP\BDNASC20447","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20448BDNACORP\BDNASC20448","C:","NTFS","Local Fixed Disk","","","System","025E85A0","7932496990","false"
"SCCM","SCCM_SERIALSC20448BDNACORP\BDNASC20448","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20449BDNACORP\BDNASC20449","C:","NTFS","Local Fixed Disk","","","System","6647CD26","7932496990","false"
"SCCM","SCCM_SERIALSC20449BDNACORP\BDNASC20449","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20450BDNACORP\BDNASC20450","C:","NTFS","Local Fixed Disk","","","System","72B6E833","7932496990","false"
"SCCM","SCCM_SERIALSC20450BDNACORP\BDNASC20450","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","C:","NTFS","Local Fixed Disk","","","","947FF26A","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","E:","NTFS","Local Fixed Disk","","","RawFiles","048060FB","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","F:","NTFS","Local Fixed Disk","","","ETL_Buffer","A6D10F7A","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","G:","NTFS","Local Fixed Disk","","","ETLDBData","5C1697B9","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","H:","NTFS","Local Fixed Disk","","","CMSData","9E4727EA","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","I:","NTFS","Local Fixed Disk","","","ETL_Admin","225C7F41","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","P:","NTFS","Local Fixed Disk","","","PageFile","78666817","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","S:","NTFS","Local Fixed Disk","","","System","06841D83","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","T:","NTFS","Local Fixed Disk","","","TXLogs","5CAF65A7","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","U:","NTFS","Local Fixed Disk","","","U","FED8B72B","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","V:","NTFS","Local Fixed Disk","","","V","94F739CA","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","W:","NTFS","Local Fixed Disk","","","W","C21B99D1","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","X:","NTFS","Local Fixed Disk","","","","5457B362","7932496990","false"
"SCCM","SCCM_SERIALSC20451BDNACORP\BDNASC20451","Z:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20452BDNACORP\BDNASC20452","C:","NTFS","Local Fixed Disk","","","","92716A52","7932496990","false"
"SCCM","SCCM_SERIALSC20452BDNACORP\BDNASC20452","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20453BDNACORP\BDNASC20453","C:","NTFS","Local Fixed Disk","","","","922C85EE","7932496990","false"
"SCCM","SCCM_SERIALSC20453BDNACORP\BDNASC20453","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20454BDNACORP\BDNASC20454","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20454BDNACORP\BDNASC20454","C:","NTFS","Local Fixed Disk","","","","64E0E5CE","7932496990","false"
"SCCM","SCCM_SERIALSC20454BDNACORP\BDNASC20454","D:","NTFS","Local Fixed Disk","","","Data","5C35AA92","7932496990","false"
"SCCM","SCCM_SERIALSC20454BDNACORP\BDNASC20454","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20455BDNACORP\BDNASC20455","C:","NTFS","Local Fixed Disk","","","System","8420F1C3","7932496990","false"
"SCCM","SCCM_SERIALSC20455BDNACORP\BDNASC20455","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20456BDNACORP\BDNASC20456","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20456BDNACORP\BDNASC20456","C:","NTFS","Local Fixed Disk","","","","1C7BC595","7932496990","false"
"SCCM","SCCM_SERIALSC20456BDNACORP\BDNASC20456","E:","NTFS","Local Fixed Disk","","","Data","58F25861","7932496990","false"
"SCCM","SCCM_SERIALSC20456BDNACORP\BDNASC20456","F:","NTFS","Local Fixed Disk","","","Logs","F2017623","7932496990","false"
"SCCM","SCCM_SERIALSC20456BDNACORP\BDNASC20456","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20457BDNACORP\BDNASC20457","C:","NTFS","Local Fixed Disk","","","System","66222CEC","7932496990","false"
"SCCM","SCCM_SERIALSC20457BDNACORP\BDNASC20457","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20458BDNACORP\BDNASC20458","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20458BDNACORP\BDNASC20458","C:","NTFS","Local Fixed Disk","","","","480B9A08","7932496990","false"
"SCCM","SCCM_SERIALSC20458BDNACORP\BDNASC20458","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20459BDNACORP\BDNASC20459","C:","NTFS","Local Fixed Disk","","","System","3C96E73F","7932496990","false"
"SCCM","SCCM_SERIALSC20459BDNACORP\BDNASC20459","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20460BDNACORP\BDNASC20460","C:","NTFS","Local Fixed Disk","","","System","5061438B","7932496990","false"
"SCCM","SCCM_SERIALSC20460BDNACORP\BDNASC20460","E:","FAT32","Local Fixed Disk","","","SEAGATE","357812EA","7932496990","false"
"SCCM","SCCM_SERIALSC20460BDNACORP\BDNASC20460","G:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20461BDNACORP\BDNASC20461","C:","NTFS","Local Fixed Disk","","","System","12638464","7932496990","false"
"SCCM","SCCM_SERIALSC20461BDNACORP\BDNASC20461","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20462BDNACORP\BDNASC20462","C:","NTFS","Local Fixed Disk","","","","665FAABD","7932496990","false"
"SCCM","SCCM_SERIALSC20462BDNACORP\BDNASC20462","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20463BDNACORP\BDNASC20463","C:","NTFS","Local Fixed Disk","","","","949A9270","7932496990","false"
"SCCM","SCCM_SERIALSC20463BDNACORP\BDNASC20463","D:","NTFS","Local Fixed Disk","","","Virtual Hard Drive","C0D1AAC7","7932496990","false"
"SCCM","SCCM_SERIALSC20463BDNACORP\BDNASC20463","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20463BDNACORP\BDNASC20463","F:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20464BDNACORP\BDNASC20464","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20464BDNACORP\BDNASC20464","C:","NTFS","Local Fixed Disk","","","","CEB3D583","7932496990","false"
"SCCM","SCCM_SERIALSC20464BDNACORP\BDNASC20464","D:","NTFS","Local Fixed Disk","","","","52C37E57","7932496990","false"
"SCCM","SCCM_SERIALSC20464BDNACORP\BDNASC20464","X:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20465BDNACORP\BDNASC20465","C:","NTFS","Local Fixed Disk","","","System","06BAD2C9","7932496990","false"
"SCCM","SCCM_SERIALSC20465BDNACORP\BDNASC20465","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20466BDNACORP\BDNASC20466","B:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20466BDNACORP\BDNASC20466","C:","NTFS","Local Fixed Disk","","","","1E93D4BD","7932496990","false"
"SCCM","SCCM_SERIALSC20467BDNACORP\BDNASC20467","C:","NTFS","Local Fixed Disk","","","","148FF561","7932496990","false"
"SCCM","SCCM_SERIALSC20467BDNACORP\BDNASC20467","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20468BDNACORP\BDNASC20468","C:","NTFS","Local Fixed Disk","","","System","4ED26083","7932496990","false"
"SCCM","SCCM_SERIALSC20468BDNACORP\BDNASC20468","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20469BDNACORP\BDNASC20469","C:","NTFS","Local Fixed Disk","","","System","B4E0EC7D","7932496990","false"
"SCCM","SCCM_SERIALSC20469BDNACORP\BDNASC20469","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20470BDNACORP\BDNASC20470","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20470BDNACORP\BDNASC20470","C:","NTFS","Local Fixed Disk","","","","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20470BDNACORP\BDNASC20470","D:","NTFS","Local Fixed Disk","","","Data","944D8F2A","7932496990","false"
"SCCM","SCCM_SERIALSC20470BDNACORP\BDNASC20470","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20471BDNACORP\BDNASC20471","C:","NTFS","Local Fixed Disk","","","System","80623906","7932496990","false"
"SCCM","SCCM_SERIALSC20471BDNACORP\BDNASC20471","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20472BDNACORP\BDNASC20472","C:","NTFS","Local Fixed Disk","","","System","3CECEEB7","7932496990","false"
"SCCM","SCCM_SERIALSC20472BDNACORP\BDNASC20472","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20473BDNACORP\BDNASC20473","C:","NTFS","Local Fixed Disk","","","","60725C53","7932496990","false"
"SCCM","SCCM_SERIALSC20473BDNACORP\BDNASC20473","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20474BDNACORP\BDNASC20474","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20474BDNACORP\BDNASC20474","C:","NTFS","Local Fixed Disk","","","","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20474BDNACORP\BDNASC20474","D:","NTFS","Local Fixed Disk","","","Data","18674277","7932496990","false"
"SCCM","SCCM_SERIALSC20474BDNACORP\BDNASC20474","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20475BDNACORP\BDNASC20475","C:","NTFS","Local Fixed Disk","","","","B06ECD25","7932496990","false"
"SCCM","SCCM_SERIALSC20475BDNACORP\BDNASC20475","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20476BDNACORP\BDNASC20476","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20476BDNACORP\BDNASC20476","C:","NTFS","Local Fixed Disk","","","","64E0E5CE","7932496990","false"
"SCCM","SCCM_SERIALSC20476BDNACORP\BDNASC20476","D:","NTFS","Local Fixed Disk","","","Data","465A07FA","7932496990","false"
"SCCM","SCCM_SERIALSC20476BDNACORP\BDNASC20476","E:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20476BDNACORP\BDNASC20476","P:","NTFS","Local Fixed Disk","","","Page","A2772924","7932496990","false"
"SCCM","SCCM_SERIALSC20477BDNACORP\BDNASC20477","C:","NTFS","Local Fixed Disk","","","System","EE519653","7932496990","false"
"SCCM","SCCM_SERIALSC20477BDNACORP\BDNASC20477","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20478BDNACORP\BDNASC20478","C:","NTFS","Local Fixed Disk","","","System","8C73D7EE","7932496990","false"
"SCCM","SCCM_SERIALSC20478BDNACORP\BDNASC20478","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20479BDNACORP\BDNASC20479","C:","NTFS","Local Fixed Disk","","","System","6EE9F9A5","7932496990","false"
"SCCM","SCCM_SERIALSC20479BDNACORP\BDNASC20479","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20480BDNACORP\BDNASC20480","C:","NTFS","Local Fixed Disk","","","","D4A29D89","7932496990","false"
"SCCM","SCCM_SERIALSC20480BDNACORP\BDNASC20480","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20481BDNACORP\BDNASC20481","C:","NTFS","Local Fixed Disk","","","System","EE64043E","7932496990","false"
"SCCM","SCCM_SERIALSC20481BDNACORP\BDNASC20481","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20482BDNACORP\BDNASC20482","C:","NTFS","Local Fixed Disk","","","","4A282CD6","7932496990","false"
"SCCM","SCCM_SERIALSC20482BDNACORP\BDNASC20482","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20483BDNACORP\BDNASC20483","C:","NTFS","Local Fixed Disk","","","System","D4DF183A","7932496990","false"
"SCCM","SCCM_SERIALSC20483BDNACORP\BDNASC20483","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20483BDNACORP\BDNASC20483","J:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20483BDNACORP\BDNASC20483","N:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20484BDNACORP\BDNASC20484","C:","NTFS","Local Fixed Disk","","","System","005DD9DA","7932496990","false"
"SCCM","SCCM_SERIALSC20484BDNACORP\BDNASC20484","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20485BDNACORP\BDNASC20485","C:","NTFS","Local Fixed Disk","","","","3AC29DC4","7932496990","false"
"SCCM","SCCM_SERIALSC20485BDNACORP\BDNASC20485","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20486BDNACORP\BDNASC20486","C:","NTFS","Local Fixed Disk","","","System","A020FA6E","7932496990","false"
"SCCM","SCCM_SERIALSC20486BDNACORP\BDNASC20486","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20487BDNACORP\BDNASC20487","C:","NTFS","Local Fixed Disk","","","","EC636757","7932496990","false"
"SCCM","SCCM_SERIALSC20487BDNACORP\BDNASC20487","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20488BDNACORP\BDNASC20488","C:","NTFS","Local Fixed Disk","","","System","187C934B","7932496990","false"
"SCCM","SCCM_SERIALSC20488BDNACORP\BDNASC20488","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20489BDNACORP\BDNASC20489","C:","NTFS","Local Fixed Disk","","","System","A463A8AB","7932496990","false"
"SCCM","SCCM_SERIALSC20489BDNACORP\BDNASC20489","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20490BDNACORP\BDNASC20490","C:","NTFS","Local Fixed Disk","","","","549D79AA","7932496990","false"
"SCCM","SCCM_SERIALSC20490BDNACORP\BDNASC20490","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20491BDNACORP\BDNASC20491","C:","NTFS","Local Fixed Disk","","","System","E0E3FD51","7932496990","false"
"SCCM","SCCM_SERIALSC20491BDNACORP\BDNASC20491","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20491BDNACORP\BDNASC20491","E:","","Removable Disk","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20492BDNACORP\BDNASC20492","C:","NTFS","Local Fixed Disk","","","System","3AD41855","7932496990","false"
"SCCM","SCCM_SERIALSC20492BDNACORP\BDNASC20492","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20493BDNACORP\BDNASC20493","C:","NTFS","Local Fixed Disk","","","","D6DD6B82","7932496990","false"
"SCCM","SCCM_SERIALSC20493BDNACORP\BDNASC20493","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20494BDNACORP\BDNASC20494","C:","NTFS","Local Fixed Disk","","","System","320C5071","7932496990","false"
"SCCM","SCCM_SERIALSC20494BDNACORP\BDNASC20494","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20495BDNACORP\BDNASC20495","C:","NTFS","Local Fixed Disk","","","","18CE6331","7932496990","false"
"SCCM","SCCM_SERIALSC20495BDNACORP\BDNASC20495","D:","","CD-ROM Disc","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20496BDNACORP\BDNASC20496","C:","NTFS","Local Fixed Disk","","","","E4E32DF1","7932496990","false"
"SCCM","SCCM_SERIALSC20497BDNACORP\BDNASC20497","C:","NTFS","Local Fixed Disk","","","","3CAB1586","7932496990","false"
"SCCM","SCCM_SERIALSC20498BDNACORP\BDNASC20498","A:","","3 1/2 Inch Floppy Drive","","","","","7932496990","false"
"SCCM","SCCM_SERIALSC20498BDNACORP\BDNASC20498","C:","NTFS","Local Fixed Disk","","","","8A429A75","7932496990","false"
"SCCM","SCCM_SERIALSC20498BDNACORP\BDNASC20498","D:","NTFS","Local Fixed Disk","","","Data","40DB2D19","7932496990","false"
