"software_id","data_source","manufacturer_id","sw_release_id","name","family","major_version","version","edition","version_group","patchlevel","component","is_licensable","is_suite","category","subcategory","hidden","install_count","sw_model_lc_id","software_id_id","end_of_life","end_of_life_date","end_of_life_range_start","end_of_life_range_end","end_of_life_support_level","end_of_life_exception","general_availability","general_availability_date","ga_exception","ga_range_start","ga_range_end","obsolete_exception","delete_reason","obsolete_support_level","obsolete_range_start","obsolete_range_end","obsolete","obsolete_date","data_token"
"51747930","SCCM","38807848","51747930","SSIS+","","1.2","1.6","","1","","","yes","no","Business Intelligence (BI)","Business Intelligence (BI) Suites","0","5","51747930","51747930","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","7/1/2012","7/1/2012 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"51864400","SCCM","7343","51864400","StarTeam","","13.0","13.0","","13","","Client","yes","no","Configuration Management","Software Configuration Management","0","1","51864400","51864400","2/2/2016","2/2/2016 12:00:00 AM","","","Maintenance Support","","9/27/2012","9/27/2012 12:00:00 AM","","","","","","Maintenance Support","","","2/2/2016","2/2/2016 12:00:00 AM","7932496990"
"51915709","SCCM","6720","51915709","Network Connections Software","","18.0","18.6","","18","","","no","no","IT Management","Network Performance Management","0","1","51915709","51915709","Not Available","12/31/2999 12:00:00 AM","","","Interactive Support","To be determined","8/29/2013","8/29/2013 12:00:00 AM","","","","To be determined","","Interactive Support","","","Not Available","12/31/2999 12:00:00 AM","7932496990"
"52015316","SCCM","8744761","52015316","Stickies","","7.0","7.1e","","7.0","","","no","no","Utilities","Other Utilities","0","1","52015316","52015316","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","11/10/2012","11/10/2012 12:00:00 AM","","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"52036003","SCCM","14938917","52036003","XML Marker","","2.0","2.2","","2","","","yes","no","Software Development","Application Architecture and Design","0","1","52036003","52036003","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","2/28/2013","2/28/2013 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"52041526","SCCM","1378184","52041526","Wireshark","","1.0","1.10","","1.0","","","no","no","IT Management","Network Performance Management","0","3","52041526","52041526","6/5/2015","6/5/2015 12:00:00 AM","","","Official Support","","6/5/2013","6/5/2013 12:00:00 AM","","","","","","Official Support","","","6/5/2015","6/5/2015 12:00:00 AM","7932496990"
"52046699","SCCM","921529","52046699","VZAccess Manager","","7.0","7.9","","7","","","no","no","IT Management","Network Performance Management","0","18","52046699","52046699","Not Available","","","","Residential Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Residential Support","","","Not Available","","7932496990"
"52545911","SCCM","7835","52545911","Connector/C++","MySQL","1.0","1.1.3","","1","","","no","no","Utilities","Connectivity Tools","0","1","52545911","52545911","5/20/2020","5/20/2020 12:00:00 AM","","","Premier Support","","3/8/2013","3/8/2013 12:00:00 AM","","","","","","Extended Support","","","5/20/2020","5/20/2020 12:00:00 AM","7932496990"
"52559614","SCCM","8458","52559614","Crystal Reports Runtime","BusinessObjects","12","12.3","","2008","","","yes","no","Business Intelligence (BI)","Business Metrics and Reporting Tools","0","208","52559614","52559614","12/31/2015","12/31/2015 12:00:00 AM","","","Mainstream Maintenance","","2010","12/31/2010 12:00:00 AM","","","","","","Priority One Support","","","12/31/2018","12/31/2018 12:00:00 AM","7932496990"
"52597011","SCCM","7365","52597011","SQL Server Tools","SQL Server","9.0","9.4","Express","2005","","","no","no","Software Development","Application Architecture and Design","0","1","52597011","52597011","4/12/2011","4/12/2011 12:00:00 AM","","","Mainstream Support","","Not Available","1/14/2006 12:00:00 AM","Exact date unknown: a date range is provided","1/14/2006 12:00:00 AM","11/6/2008 12:00:00 AM","","","Extended Support","","","4/12/2016","4/12/2016 12:00:00 AM","7932496990"
"52601212","SCCM","8718545","52601212","Evernote","","5.0","5.1","","5","","","no","no","Enterprise Content Management (ECM)","Document Capturing and Imaging","0","2","52601212","52601212","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","6/7/2013","6/7/2013 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"52640655","SCCM","8076","52640655","PhysX","","9.0","9.13","","9.0","","","no","no","Multimedia & Graphics","Other Multimedia and Graphics Tools","0","3","52640655","52640655","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","8/14/2009 12:00:00 AM","Exact date unknown: a date range is provided","8/14/2009 12:00:00 AM","6/22/2016 12:00:00 AM","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"52890358","SCCM","7365","52890358","Windows 8","Windows","6.3","6.3","Enterprise","8.1","","","yes","no","Operating Systems","Windows","0","3","52890358","52890358","1/9/2018","1/9/2018 12:00:00 AM","","","Mainstream Support","","11/13/2013","11/13/2013 12:00:00 AM","","","","","","Extended Support","","","1/10/2023","1/10/2023 12:00:00 AM","7932496990"
"52890501","SCCM","7365","52890501","Windows Server 2012","Windows","6.3","6.3","Standard","2012 R2","","","yes","no","Operating Systems","Windows","0","120","52890501","52890501","10/9/2018","10/9/2018 12:00:00 AM","","","Mainstream Support","","11/25/2013","11/25/2013 12:00:00 AM","","","","","","Extended Support","","","10/10/2023","10/10/2023 12:00:00 AM","7932496990"
"52890512","SCCM","7365","52890512","Windows Server 2012","Windows","6.3","6.3","Datacenter","2012 R2","","","yes","no","Operating Systems","Windows","0","16","52890512","52890512","10/9/2018","10/9/2018 12:00:00 AM","","","Mainstream Support","","11/25/2013","11/25/2013 12:00:00 AM","","","","","","Extended Support","","","10/10/2023","10/10/2023 12:00:00 AM","7932496990"
"52928566","SCCM","593620","52928566","Firefox","","27.0","27.0","","27.x","","","no","no","Productivity","Web Browsers","0","1","52928566","52928566","3/18/2014","3/18/2014 12:00:00 AM","","","Open Source Support","","2/4/2014","2/4/2014 12:00:00 AM","","","","","","Open Source Support","","","3/18/2014","3/18/2014 12:00:00 AM","7932496990"
"53113638","SCCM","9569","53113638","Tools","","9.0","9.4","","9","","","no","no","Utilities","Other Utilities","0","259","53113638","53113638","9/19/2018","9/19/2018 12:00:00 AM","","","General Support (EIP)","","Not Available","8/23/2012 12:00:00 AM","Exact date unknown: a date range is provided","8/23/2012 12:00:00 AM","9/7/2013 12:00:00 AM","","","Technical Guidance (EIP)","","","9/19/2020","9/19/2020 12:00:00 AM","7932496990"
"53274899","SCCM","25231245","53274899","Chanalyzer","","4.1","4.2","","4","","","yes","no","IT Management","IT Asset Management","0","2","53274899","53274899","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","","Date not published by vendor","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"53279104","SCCM","5084","53279104","My Image Garden","","2.0","2.0","","2","","","no","no","Utilities","Other Utilities","0","1","53279104","53279104","Not Available","","","","Product Support","Date not published by vendor","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Date not published by vendor","","Product Support","","","Not Available","","7932496990"
"53578254","SCCM","7365","53578254","SQL Server","SQL Server","12.0","12.0","Express","2014","","Database Engine","no","yes","Database Management Systems (DBMS)","Relational Database","0","1","53578254","53578254","7/9/2019","7/9/2019 12:00:00 AM","","","Mainstream Support","","6/5/2014","6/5/2014 12:00:00 AM","","","","","","Extended Support","","","7/9/2024","7/9/2024 12:00:00 AM","7932496990"
"53593313","SCCM","7365","53593313","SQL Server Client Tools","SQL Server","12.0","12.0","","2014","","","no","no","Utilities","Other Utilities","0","22","53593313","53593313","7/9/2019","7/9/2019 12:00:00 AM","","","Mainstream Support","","6/5/2014","6/5/2014 12:00:00 AM","","","","","","Extended Support","","","7/9/2024","7/9/2024 12:00:00 AM","7932496990"
"53597299","SCCM","6536","53597299","SQL Doctor","","3.0","3.0","","3","","","yes","no","Storage Management","Storage Resource Management","0","2","53597299","53597299","Not Available","","","","Technical Support","Date in the past: exact date unknown","3/20/2012","3/20/2012 12:00:00 AM","","","","Date in the past: exact date unknown","","Technical Support","","","Not Available","","7932496990"
"53597353","SCCM","7365","53597353","Management Studio","SQL Server","12.0","12.0","","2014","","","yes","no","Utilities","Connectivity Tools","0","1","53597353","53597353","7/9/2019","7/9/2019 12:00:00 AM","","","Mainstream Support","","6/5/2014","6/5/2014 12:00:00 AM","","","","","","Extended Support","","","7/9/2024","7/9/2024 12:00:00 AM","7932496990"
"53621432","SCCM","8076","53621432","nView (Desktop Management Software)","","140.49","140.62","","140","","","no","no","IT Management","IT Asset Management","0","1","53621432","53621432","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","5/2/2013 12:00:00 AM","Exact date unknown: a date range is provided","5/2/2013 12:00:00 AM","9/11/2013 12:00:00 AM","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"53664849","SCCM","8733755","53664849","PuTTY","","0.50","0.61","","0.x","","","no","no","Utilities","Connectivity Tools","0","1","53664849","53664849","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","7/12/2011","7/12/2011 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"53665111","SCCM","8733755","53665111","PuTTY","","0.50","0.62","","0.x","","","no","no","Utilities","Connectivity Tools","0","22","53665111","53665111","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","12/10/2011","12/10/2011 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"53725212","SCCM","7365","53725212","Windows Communication Foundation (WCF) RIA Services","","4.0","4.1","","4","","","no","no","Software Development","Application Architecture and Design","0","39","53725212","53725212","Not Available","12/31/2999 12:00:00 AM","","","Service Support","To be determined","3/9/2011","3/9/2011 12:00:00 AM","","","","To be determined","","Service Support","","","Not Available","12/31/2999 12:00:00 AM","7932496990"
"53786555","SCCM","7233","53786555","PowerDesk","","1.0","1.17","","1","","","no","no","IT Management","IT Asset Management","0","1","53786555","53786555","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","Not Available","1/1/1900 12:00:00 AM","Date in the past: exact date unknown","","","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"53805420","SCCM","7350610","53805420","Notepad++","","6.0","6.5","","6.0","","","no","no","Software Development","Application Architecture and Design","0","2","53805420","53805420","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","9/29/2013","9/29/2013 12:00:00 AM","","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"53835957","SCCM","7365","53835957","Visual C++","","11.0","11.0","","2012","","","yes","no","Software Development","Application Architecture and Design","0","11","53835957","53835957","1/9/2018","1/9/2018 12:00:00 AM","","","Mainstream Support","","8/15/2012","8/15/2012 12:00:00 AM","","","","","","Extended Support","","","1/10/2023","1/10/2023 12:00:00 AM","7932496990"
"53923568","SCCM","7365","53923568","Blend for Visual Studio","","2013","2013","","2013","","","yes","no","Software Development","Application Architecture and Design","0","5","53923568","53923568","4/9/2019","4/9/2019 12:00:00 AM","","","Mainstream Support","","10/17/2013","10/17/2013 12:00:00 AM","","","","","","Extended Support","","","4/9/2024","4/9/2024 12:00:00 AM","7932496990"
"54227653","SCCM","7365","54227653",".NET Framework",".NET","4.5","4.5.1","","4.5","","","no","no","Software Development","Application Architecture and Design","0","144","54227653","54227653","1/12/2016","1/12/2016 12:00:00 AM","","","Mainstream Support","","1/15/2014","1/15/2014 12:00:00 AM","","","","","","Extended Support","","","1/12/2016","1/12/2016 12:00:00 AM","7932496990"
"54229952","SCCM","7365","","Power Map for Excel","","","","","","","","","no","Business Intelligence (BI)","Analytics","0","1","","","","","","","","","","","","","","","","","","","","","7932496990"
"54230659","SCCM","1054842","54230659","Advanced Control Suite (BACS)","","12.0","12.4","","12","","","yes","yes","IT Management","Network Performance Management","0","1","54230659","54230659","Not Available","","","","Technical Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Technical Support","","","Not Available","","7932496990"
"54250825","SCCM","7365","54250825","PsLoggedOn","Sysinternals","1.32","1.34","","1","","","no","no","Utilities","Other Utilities","0","29","54250825","54250825","Not Available","","","","Service Life Support","Date not published by vendor","4/28/2010","4/28/2010 12:00:00 AM","","","","Date not published by vendor","","Service Life Support","","","Not Available","","7932496990"
"54272897","SCCM","7365","54272897","Desktops","Sysinternals","1.0","1.0","","1","","","yes","no","Utilities","Desktop Enhancements","0","8","54272897","54272897","Not Available","","","","Mainstream Support","Date not published by vendor","8/22/2008","8/22/2008 12:00:00 AM","","","","Date not published by vendor","","Extended Support","","","Not Available","","7932496990"
"54272932","SCCM","7365","54272932","System Center Virtual Machine Manager (SCVMM)","","3.2","3.2","","2012 R2","","Server","yes","no","Virtualization","Virtualization Management Software","0","1","54272932","54272932","7/11/2017","7/11/2017 12:00:00 AM","","","Mainstream Support","","1/16/2014","1/16/2014 12:00:00 AM","","","","","","Extended Support","","","7/12/2022","7/12/2022 12:00:00 AM","7932496990"
"54476156","SCCM","8458","54476156","Crystal Reports Runtime","BusinessObjects","10","10.2","","10","","","yes","no","Business Intelligence (BI)","Business Metrics and Reporting Tools","0","2","54476156","54476156","12/31/2007","12/31/2007 12:00:00 AM","","","Patch Support","","Not Available","1/7/2004 12:00:00 AM","Exact date unknown: a date range is provided","1/7/2004 12:00:00 AM","12/16/2004 12:00:00 AM","","","Technical Support Lifecycle","","","12/31/2008","12/31/2008 12:00:00 AM","7932496990"
"54483810","SCCM","8458","54483810","Crystal Reports Runtime","BusinessObjects","10","10.5","","10","","","yes","no","Business Intelligence (BI)","Business Metrics and Reporting Tools","0","1","54483810","54483810","12/31/2007","12/31/2007 12:00:00 AM","","","Patch Support","","Not Available","1/7/2004 12:00:00 AM","Exact date unknown: a date range is provided","1/7/2004 12:00:00 AM","12/16/2004 12:00:00 AM","","","Technical Support Lifecycle","","","12/31/2008","12/31/2008 12:00:00 AM","7932496990"
"54599205","SCCM","7365","54599205","Data-Tier Application Framework","SQL Server","11.0","11.1","","2012","","","no","no","Utilities","Other Utilities","0","49","54599205","54599205","7/11/2017","7/11/2017 12:00:00 AM","","","Mainstream Support","","3/5/2013","3/5/2013 12:00:00 AM","","","","","","Extended Support","","","7/12/2022","7/12/2022 12:00:00 AM","7932496990"
"54602780","SCCM","1395177","54602780","PhotoDirector","","4.0","4.0","","4","","","yes","no","Multimedia & Graphics","Graphics and Image Editing","0","2","54602780","54602780","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","9/20/2012","9/20/2012 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"55062264","SCCM","1133969","55062264","Reader","Reader","6.0","6.1","","6","","","no","no","Enterprise Content Management (ECM)","Document and Records Management","0","1","55062264","55062264","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","11/1/2013","11/1/2013 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"55097238","SCCM","5975","55097238","USB Display","","1.0","1.62","","1","","","no","no","Utilities","Other Utilities","0","2","55097238","55097238","Not Available","","","","Contact Support","Contract-based support only: no specific date(s)","Not Available","3/25/2013 12:00:00 AM","Exact date unknown: a date range is provided","3/25/2013 12:00:00 AM","1/7/2016 12:00:00 AM","Contract-based support only: no specific date(s)","","Contact Support","","","Not Available","","7932496990"
"55349944","SCCM","7355919","55349944","WinMerge","","2.0","2.14","","2","","","no","no","Utilities","File Managers","0","13","55349944","55349944","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","2/3/2013","2/3/2013 12:00:00 AM","","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"55358931","SCCM","593620","55358931","Firefox","","29.0","29.0","","29.x","","","no","no","Productivity","Web Browsers","0","1","55358931","55358931","6/10/2014","6/10/2014 12:00:00 AM","","","Open Source Support","","4/29/2014","4/29/2014 12:00:00 AM","","","","","","Open Source Support","","","6/10/2014","6/10/2014 12:00:00 AM","7932496990"
"55475252","SCCM","922971","55475252","WinSCP","","5.0","5.5","","5","","","no","no","Enterprise Content Management (ECM)","Content Delivery and Distribution","0","6","55475252","55475252","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","12/19/2013","12/19/2013 12:00:00 AM","","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"55732114","SCCM","6636071","55732114","TweetDeck","","3.0","3.2","","3","","","no","no","Utilities","Desktop Enhancements","0","1","55732114","55732114","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","","Date not published by vendor","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"55968641","SCCM","5084","55968641","Utilities Easy-PhotoPrint","","3.0","3.6","","3","","","no","no","Utilities","Other Utilities","0","1","55968641","55968641","Not Available","","","","Product Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Product Support","","","Not Available","","7932496990"
"56202229","SCCM","7365","56202229","Volume Activation Management Tool (VAMT)","Windows","3.0","3.1","","3","","","no","no","Utilities","Other Utilities","0","1","56202229","56202229","1/9/2018","1/9/2018 12:00:00 AM","","","Mainstream Support","","10/13/2013","10/13/2013 12:00:00 AM","","","","","","Extended Support","","","1/10/2023","1/10/2023 12:00:00 AM","7932496990"
"56202700","SCCM","7835","56202700","Connector/ODBC","MySQL","5.0","5.3","","5","","","no","no","Utilities","Connectivity Tools","0","1","56202700","56202700","5/20/2020","5/20/2020 12:00:00 AM","","","Premier Support","","4/8/2014","4/8/2014 12:00:00 AM","","","","","","Extended Support","","","5/20/2020","5/20/2020 12:00:00 AM","7932496990"
"56235420","SCCM","7343","56235420","StarTeam SDK Runtime","","14.0","14.0","","14","","","yes","no","Software Development","Application Architecture and Design","0","15","56235420","56235420","Not Available","","","","Active Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Passive Support","","","Not Available","1/1/1900 12:00:00 AM","7932496990"
"56376649","SCCM","9569","56376649","Command-Line Interface (vSphere CLI)","vSphere","5.0","5.5","","5","","","no","no","Utilities","Other Utilities","0","1","56376649","56376649","4/29/2020","4/29/2020 12:00:00 AM","","","General Support (GSP)","","10/31/2013","10/31/2013 12:00:00 AM","","","","","","General Support (GSP)","","","4/29/2020","4/29/2020 12:00:00 AM","7932496990"
"56461558","SCCM","7343","56461558","StarTeam","","14.0","14.0","","14","","Client","yes","no","Configuration Management","Software Configuration Management","0","19","56461558","56461558","2/1/2017","2/1/2017 12:00:00 AM","","","Maintenance Support","","Not Available","9/27/2012 12:00:00 AM","Exact date unknown: a date range is provided","9/27/2012 12:00:00 AM","11/25/2013 12:00:00 AM","","","Maintenance Support","","","2/1/2017","2/1/2017 12:00:00 AM","7932496990"
"56659396","SCCM","7365","56659396","System Center Operations Manager (SCOM)","","7.1","7.1","","2012 R2","","","yes","no","IT Management","Alerts and Monitoring Tools","0","8","56659396","56659396","7/11/2017","7/11/2017 12:00:00 AM","","","Mainstream Support","","1/16/2014","1/16/2014 12:00:00 AM","","","","","","Extended Support","","","7/12/2022","7/12/2022 12:00:00 AM","7932496990"
"56659563","SCCM","7365","56659563","System Center Operations Manager (SCOM)","","7.1","7.1","","2012 R2","","Web Console Server","yes","no","IT Management","Alerts and Monitoring Tools","0","1","56659563","56659563","7/11/2017","7/11/2017 12:00:00 AM","","","Mainstream Support","","1/16/2014","1/16/2014 12:00:00 AM","","","","","","Extended Support","","","7/12/2022","7/12/2022 12:00:00 AM","7932496990"
"56659594","SCCM","7365","56659594","System Center Operations Manager (SCOM)","","7.1","7.1","","2012 R2","","Management Server","yes","no","IT Management","Alerts and Monitoring Tools","0","1","56659594","56659594","7/11/2017","7/11/2017 12:00:00 AM","","","Mainstream Support","","1/16/2014","1/16/2014 12:00:00 AM","","","","","","Extended Support","","","7/12/2022","7/12/2022 12:00:00 AM","7932496990"
"57883517","SCCM","1379077","57883517","WavePad","","5.0","5.48","","5.0","","","yes","no","Multimedia & Graphics","Video and Audio Editing","0","1","57883517","57883517","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","6/1/2013","6/1/2013 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"58064975","SCCM","7835","58064975","Connector/NET","MySQL","6.0","6.8","","6","","","no","no","Utilities","Connectivity Tools","0","2","58064975","58064975","1/31/2019","1/31/2019 12:00:00 AM","","","Premier Support","","12/20/2013","12/20/2013 12:00:00 AM","","","","","","Extended Support","","","1/31/2019","1/31/2019 12:00:00 AM","7932496990"
"58187978","SCCM","593620","58187978","Firefox","","30.0","30.0","","30.x","","","no","no","Productivity","Web Browsers","0","2","58187978","58187978","7/22/2014","7/22/2014 12:00:00 AM","","","Open Source Support","","06/10/2014","6/10/2014 12:00:00 AM","","","","","","Open Source Support","","","7/22/2014","7/22/2014 12:00:00 AM","7932496990"
"59065440","SCCM","14938863","59065440","Music Importer","","2.0","2.0","","2","","","no","no","Multimedia & Graphics","Other Multimedia and Graphics Tools","0","1","59065440","59065440","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","","Date not published by vendor","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"60144917","SCCM","7365","60144917","Movie Maker","Windows","16.0","16.4","","2012","","","no","no","Multimedia & Graphics","Video and Audio Editing","0","16","60144917","60144917","Not Available","12/31/2999 12:00:00 AM","","","Mainstream Support (2-Level Policy)","To be determined","8/7/2012","8/7/2012 12:00:00 AM","","","","To be determined","","Mainstream Support (2-Level Policy)","","","Not Available","12/31/2999 12:00:00 AM","7932496990"
"60247700","SCCM","7365","60247700","Essentials","Windows","15.0","15.4","","2011","","","no","yes","Utilities","Desktop Enhancements","0","1","60247700","60247700","1/10/2017","1/10/2017 12:00:00 AM","","","Mainstream Support","","9/30/2010","9/30/2010 12:00:00 AM","","","","","","Extended Support","","","1/10/2017","1/10/2017 12:00:00 AM","7932496990"
"60250372","SCCM","7365","60250372","Bing Desktop","","1.0","1.3","","1","","","no","no","Utilities","Desktop Enhancements","0","1","60250372","60250372","Not Available","12/31/2999 12:00:00 AM","","","Mainstream Support","To be determined","11/14/2013","11/14/2013 12:00:00 AM","","","","To be determined","","Extended Support","","","Not Available","12/31/2999 12:00:00 AM","7932496990"
"61858243","SCCM","61378114","61858243","OpenVPN","","2.0","2.3","","2","","","no","no","Enterprise Content Management (ECM)","Web Content Management","0","1","61858243","61858243","6/2021","6/1/2021 12:00:00 AM","","","Technical Support","","3/29/2013","3/29/2013 12:00:00 AM","","","","","","Technical Support","","","6/2021","6/1/2021 12:00:00 AM","7932496990"
"63635761","SCCM","7365","63635761","Visual C++ Redistributable Package","","12.0","12.0","","2013","","","no","no","Software Development","Application Architecture and Design","0","978","63635761","63635761","4/9/2019","4/9/2019 12:00:00 AM","","","Mainstream Support","","10/12/2013","10/12/2013 12:00:00 AM","","","","","","Extended Support","","","4/9/2024","4/9/2024 12:00:00 AM","7932496990"
"64843071","SCCM","38667871","64843071","DirectVobSub","","2.32","2.4","","2","","","no","no","Multimedia & Graphics","Multimedia Players","0","1","64843071","64843071","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","12/20/2011","12/20/2011 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"65775695","SCCM","7835","65775695","Java Runtime Environment (JRE)","","1.7","1.7.0_40","","7","","","yes","no","Software Development","Application Architecture and Design","0","6","65775695","65775695","10/15/2013","10/15/2013 12:00:00 AM","","","Critical Patch Update Support","","9/10/2013","9/10/2013 12:00:00 AM","","","","","","Critical Patch Update Support","","","10/15/2013","10/15/2013 12:00:00 AM","7932496990"
"65891146","SCCM","7365","65891146","TypeScript","","1.0","1.0","","1","","","no","no","Software Development","Application Architecture and Design","0","5","65891146","65891146","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","4/12/2014","4/12/2014 12:00:00 AM","","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"65952784","SCCM","14908820","65952784","Video Converter","","7.0","7.0","Ultimate","7","","","yes","no","Multimedia & Graphics","Other Multimedia and Graphics Tools","0","1","65952784","65952784","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","3/18/2014","3/18/2014 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"66165626","SCCM","8744064","66165626","Password Safe","","3.0","3.29","","3","","","no","no","Security","Data Security and Encryption","0","1","66165626","66165626","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","6/21/2012","6/21/2012 12:00:00 AM","","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"66165654","SCCM","8744064","66165654","Password Safe","","3.0","3.32","","3","","","no","no","Security","Data Security and Encryption","0","1","66165654","66165654","Not Available","","","","Open Source Support","Open-source support only: no specific date(s)","9/24/2013","9/24/2013 12:00:00 AM","","","","Open-source support only: no specific date(s)","","Open Source Support","","","Not Available","","7932496990"
"66213968","SCCM","7494213","66213968","Recuva","","1.0","1.5","","1.0","","","no","no","IT Management","IT Asset Maintenance & Support","0","2","66213968","66213968","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","1/20/2014","1/20/2014 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"66232029","SCCM","66231989","","GoPro Studio","","","","","","","","","no","Multimedia & Graphics","Video and Audio Editing","0","1","","","","","","","","","","","","","","","","","","","","","7932496990"
"66234172","SCCM","8076","66234172","nView (Desktop Management Software)","","141.0","141.0","","141","","","no","no","IT Management","IT Asset Management","0","3","66234172","66234172","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","Not Available","9/11/2013 12:00:00 AM","Exact date unknown: a date range is provided","9/11/2013 12:00:00 AM","7/21/2014 12:00:00 AM","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"66866092","SCCM","7365","66866092","PowerShell","Windows","4.0","4.0","","4","","","no","no","Utilities","Other Utilities","0","69","66866092","66866092","1/9/2018","1/9/2018 12:00:00 AM","","","Mainstream Support","","10/26/2013","10/26/2013 12:00:00 AM","","","","","","Extended Support","","","1/10/2023","1/10/2023 12:00:00 AM","7932496990"
"66984338","SCCM","7365","66984338","Windows Phone Software Development Kit (SDK)","Windows","8.0","8.1","","8","","","no","no","Software Development","Application Architecture and Design","0","16","66984338","66984338","7/11/2017","7/11/2017 12:00:00 AM","","","Mainstream Support","","6/24/2014","6/24/2014 12:00:00 AM","","","","","","Extended Support","","","7/11/2017","7/11/2017 12:00:00 AM","7932496990"
"67152888","SCCM","5220","67152888","Recorder","WebEx","29.0","29.3","","29","","","no","no","Multimedia & Graphics","Video and Audio Editing","0","8","67152888","67152888","Not Available","","","","Maintenance Support","Date not published by vendor","Not Available","","Date not published by vendor","","","Date not published by vendor","","Limited Support","","","Not Available","","7932496990"
"67550669","SCCM","1471103","67550669","FileZilla Client","","3.0","3.8","","3.0","","","no","no","Utilities","Connectivity Tools","0","1","67550669","67550669","Not Available","","","","Technical Support","Limited: self-help support only: no specific date(s)","3/28/2014","3/28/2014 12:00:00 AM","","","","Limited: self-help support only: no specific date(s)","","Technical Support","","","Not Available","","7932496990"
"67615445","SCCM","7365","67615445","Blend for Visual Studio Software Development Kit (SDK)","","3.0","3.0","","3","","","no","no","Software Development","Application Architecture and Design","0","30","67615445","67615445","1/13/2015","1/13/2015 12:00:00 AM","","","Mainstream Support","","10/19/2009","10/19/2009 12:00:00 AM","","","","","","Extended Support","","","1/14/2020","1/14/2020 12:00:00 AM","7932496990"
